timestep,demand_el_reference_gas_szenario,demand_el_rapeseedoil_scenario,demand_heat_gascooker_reference,demand_heat_gasdeepfryer,demand_heat_gascooker_gasscenario,demand_heat_wws,r_wood_ofen_kitchen,r_wood_ofen_diningarea,demand_heat_wws_without_demand_heat_space_ofen_diningarea,demand_heat_space_ofen_diningarea,pv_G1_south_utilization rate_normalised,pv_G1_south_normalised,pv_G1_east_normalised,pv_G1_north_normalised,pv_G2_north_normalised,pv_G3_north_normalised,pv_G3_west_normalised,wind_bornay_1kW_20m,wind_10kW_20m_normalised
1459,1.21,1.21,0,0,0,7.75063209876543,0,0,7.75063209876543,0,0,0,0,0,0,0,0,0,0
1460,1.21,1.21,0,0,0,7.99713888888889,0,0,7.99713888888889,0,0,0,0,0,0,0,0,0,0
1461,1.21,1.21,0,0,0,8.24364567901234,0,0,8.24364567901234,0,0,0,0,0,0,0,0,0,0
1462,1.21,1.21,0,0,0,8.56467777777778,0,0,8.56467777777778,0,0,0,0,0,0,0,0,0,0
1463,1.21,1.21,0,0,0,8.74812469135803,0,0,8.74812469135803,0,0,0,0,0,0,0,0,0,0
1464,1.21,1.21,0,0,0,8.98316604938272,0,0,8.98316604938272,0,0,0,0,0,0,0,0,0.0549361802305005,0.0449017391324628
1465,1.21,1.21,0,0,0,9.287,0,0,9.287,0,0,0,0,0,0,0,0,0.0593883815988675,0.0485407177357953
1466,1.21,1.21,0,0,0,9.60803209876543,0,0,9.60803209876543,0,0,0,0,0,0,0,0,0.0635111514916571,0.0519104376080632
1467,1.21,1.21,0,0,0,9.95199506172839,0,0,9.95199506172839,0,0,0,0,0,0,0,0,0.0760603631288883,0.0621674562957253
1468,1.21,1.21,0,0,0,10.1526401234568,0,0,10.1526401234568,0,0,0,0,0,0,0,0,0.0877004375425216,0.0716813974290631
1469,1.21,1.21,0,0,0,10.410612345679,0,0,10.410612345679,0,0,0,0,0,0,0,0,0.101620298706324,0.0830587078302353
1470,1.21,1.21,0,0,0,10.4622067901235,0,0,10.4622067901235,0,0,0,0,0,0,0,0,0.112769168077809,0.0921711656319958
1471,1.21,1.21,0,0,0,10.3762160493827,0,0,10.3762160493827,0,0,0,0,0,0,0,0,0.123387735642665,0.100850184609236
1472,1.21,1.21,0,0,0,10.1755709876543,0,0,10.1755709876543,0,0.00907263072118747,0.0190085227272727,0.0288986842105263,0.0277241086587436,0.0200811403508772,0.0228289473684211,0.0195991228070175,0.152552191448688,0.124687567933809
1473,1.21,1.21,0,0,0,9.9175987654321,0,0,9.9175987654321,0,0.0405915817171526,0.0850454545454545,0.0975131578947369,0.0897707979626486,0.0774517543859649,0.0843618421052632,0.0760372807017544,0.156620038434641,0.128012396915869
1474,1.21,1.21,0,0,0,9.65962654320988,27.7777777777778,12.987012987013,0,9.65962654320988,0.0657762337422573,0.137811079545455,0.149074561403509,0.137894736842105,0.122399122807018,0.130789473684211,0.120646929824561,0.150045908052081,0.122639073065867
1475,4.01691349588628,20.9408147566219,0.281572846702305,11.7,0.563145693404609,11.2118438895681,27.7777777777778,12.987012987013,1.78725870438291,9.42458518518518,0.0869499992521516,0.182173295454545,0.187662280701754,0.176672325976231,0.15606798245614,0.166754385964912,0.153907894736842,0.116097935458845,0.0948919125777934
1476,6.12209861780102,23.8139258240884,0.492752481729034,11.7,0.985504963458068,12.3172465598306,27.7777777777778,12.987012987013,3.1277027326701,9.1895438271605,0.111919733930177,0.234488636363636,0.230214912280702,0.212028862478778,0.186002192982456,0.198208333333333,0.184651315789474,0.201951173045543,0.165063512816847
1477,7.52555536574416,25.7293332023994,0.633538905080189,11.7,1.26707781016038,13.0790234428863,27.7777777777778,12.987012987013,4.02133208486156,9.05769135802469,0.0919263188974599,0.192599431818182,0.202399122807018,0.198658743633277,0.175048245614035,0.187524122807018,0.174263157894737,0.246155604635268,0.20119372513617
1478,8.22728373971573,26.6870368915549,0.703932116755763,11.7,1.40786423351153,13.4570455263894,27.7777777777778,0,13.4570455263894,0,0.084082174715414,0.176164772727273,0.180956140350877,0.182461799660441,0.160923245614035,0.173936403508772,0.160074561403509,0.190623952221842,0.155805280584689
1479,8.22728373971574,26.6870368915549,0.703932116755765,11.7,1.40786423351153,13.45131281034,27.7777777777778,0,13.45131281034,0,0.0645402895033748,0.135221590909091,0.139105263157895,0.145585738539898,0.129138157894737,0.141723684210526,0.128809210526316,0.157648175459534,0.128852738204442
1480,7.52555536574417,25.7293332023994,0.633538905080187,11.7,1.26707781016037,13.1076870231332,27.7777777777778,0,13.1076870231332,0,0.0372546000694404,0.0780539772727273,0.0822412280701754,0.0934295415959253,0.0820438596491228,0.0922478070175439,0.0814188596491228,0.10551338137401,0.086240694303123
1481,7.52555536574417,25.2173825720316,0.492752481729035,11.7,0.98550496345807,12.4032373005713,27.7777777777778,0,12.4032373005713,0,0.00921771687978365,0.0193125,0.0221263157894737,0.0356519524617997,0.0261644736842105,0.0309232456140351,0.0266425438596491,0.0377385728227029,0
1482,4.01691349588628,5.04081475662194,0.281572846702307,0,0.563145693404614,11.6188667290743,27.7777777777778,0,11.6188667290743,0,0,0,0,0,0,0,0,0,0
1483,1.21,1.21,0,0,0,9.71122098765432,0,0,9.71122098765432,0,0,0,0,0,0,0,0,0,0
1484,1.21,1.21,0,0,0,9.98065864197531,0,0,9.98065864197531,0,0,0,0,0,0,0,0,0,0
1485,1.21,1.21,0,0,0,10.2558290123457,0,0,10.2558290123457,0,0,0,0,0,0,0,0,0,0
1486,1.21,1.21,0,0,0,10.5252666666667,0,0,10.5252666666667,0,0,0,0,0,0,0,0,0,0
1487,1.21,1.21,0,0,0,10.800437037037,0,0,10.800437037037,0,0,0,0,0,0,0,0,0,0
1488,1.21,1.21,0,0,0,11.069874691358,0,0,11.069874691358,0,0,0,0,0,0,0,0,0.0422791283793424,0
1489,1.21,1.21,0,0,0,11.2819851851852,0,0,11.2819851851852,0,0,0,0,0,0,0,0,0.0577905747720913,0.0472347604410042
1490,1.21,1.21,0,0,0,11.5112938271605,0,0,11.5112938271605,0,0,0,0,0,0,0,0,0.0654986908545244,0.0535349403239877
1491,1.21,1.21,0,0,0,11.7348697530864,0,0,11.7348697530864,0,0,0,0,0,0,0,0,0.0562216867292129,0.045952439731159
1492,1.21,1.21,0,0,0,11.8552567901235,0,0,11.8552567901235,0,0,0,0,0,0,0,0,0,0
1493,1.21,1.21,0,0,0,11.9756438271605,0,0,11.9756438271605,0,0,0,0,0,0,0,0,0,0
1494,1.21,1.21,0,0,0,12.0616345679012,0,0,12.0616345679012,0,0,0,0,0,0,0,0,0,0
1495,1.21,1.21,0,0,0,12.0387037037037,0,0,12.0387037037037,0,0,0,0,0,0,0,0,0,0
1496,1.21,1.21,0,0,0,11.6718098765432,0,0,11.6718098765432,0,0.0265114446062857,0.0555454545454545,0.102026315789474,0.0424949066213922,0.0328311403508772,0.0373771929824561,0.0319956140350877,0,0
1497,1.21,1.21,0,0,0,11.0297456790123,0,0,11.0297456790123,0,0.122645262103035,0.256960227272727,0.312776315789474,0.0900424448217318,0.0756074561403509,0.0822719298245614,0.0743135964912281,0,0
1498,1.21,1.21,0,0,0,10.3876814814815,0,0,10.3876814814815,0,0.191039148454357,0.400255681818182,0.389605263157895,0.126213921901528,0.108701754385965,0.116017543859649,0.107131578947368,0,0
1499,1.21,1.21,0,0,0,9.51630864197531,0,0,9.51630864197531,0,0.363379809740103,0.761335227272727,0.588508771929825,0.0510390492359932,0.00501228070175439,0.00556074561403509,0.00495899122807018,0,0
1500,1.21,1.21,0,0,0,9.16661296296296,0,0,9.16661296296296,0,0.223303869424415,0.467855113636364,0.358982456140351,0.213556876061121,0.172706140350877,0.183236842105263,0.174866228070175,0,0
1501,1.21,1.21,0,0,0,9.01182962962963,0,0,9.01182962962963,0,0.159174431379494,0.333494318181818,0.288184210526316,0.232741935483871,0.197149122807018,0.212712719298246,0.235219298245614,0.0346489596600022,0
1502,1.21,1.21,0,0,0,8.94876975308642,0,0,8.94876975308642,0,0.131587722065108,0.275696022727273,0.238780701754386,0.213641765704584,0.182995614035088,0.202149122807018,0.235570175438597,0.0531696106012178,0.0434578446294128
1503,1.21,1.21,0,0,0,9.06342407407407,0,0,9.06342407407407,0,0.0877161084073557,0.183778409090909,0.16621052631579,0.172733446519525,0.151662280701754,0.171118421052632,0.17415350877193,0.0433594633690071,0
1504,1.21,1.21,0,0,0,9.14941481481481,0,0,9.14941481481481,0,0.0789499213482499,0.165411931818182,0.0805921052631579,0.0926825127334465,0.089530701754386,0.190230263157895,0.226535087719298,0.040172592475655,0
1505,1.21,1.21,0,0,0,9.44751604938272,0,0,9.44751604938272,0,0.023231412665686,0.0486732954545455,0.0399280701754386,0.0511239388794567,0.0532719298245614,0.0836425438596491,0.112429824561404,0,0
1506,1.21,1.21,0,0,0,9.87173703703704,0,0,9.87173703703704,0,0,0,0,0.000164134125636672,0,0,0,0.69604260029413,0.568906012983701
1507,1.21,1.21,0,0,0,10.0781148148148,0,0,10.0781148148148,0,0,0,0,0,0,0,0,0.757382312253423,0.6190416382365
1508,1.21,1.21,0,0,0,10.2844925925926,0,0,10.2844925925926,0,0,0,0,0,0,0,0,0.34862172234253,0.284943757772282
1509,1.21,1.21,0,0,0,10.485137654321,0,0,10.485137654321,0,0,0,0,0,0,0,0,0.342536194939209,0.279969790474212
1510,1.21,1.21,0,0,0,10.6915154320988,0,0,10.6915154320988,0,0,0,0,0,0,0,0,0.444611645169145,0.36340051352089
1511,1.21,1.21,0,0,0,10.8978932098765,0,0,10.8978932098765,0,0,0,0,0,0,0,0,0.509214132289674,0.416202947396403
1512,1.21,1.21,0,0,0,11.0985382716049,0,0,11.0985382716049,0,0,0,0,0,0,0,0,0.690511161901087,0.564384926830467
1513,1.21,1.21,0,0,0,11.2418561728395,0,0,11.2418561728395,0,0,0,0,0,0,0,0,0.731284683372307,0.597710906484147
1514,1.21,1.21,0,0,0,11.3851740740741,0,0,11.3851740740741,0,0,0,0,0,0,0,0,0.630288757292633,0.515162525667651
1515,1.21,1.21,0,0,0,11.5284919753086,0,0,11.5284919753086,0,0,0,0,0,0,0,0,0.484846988341012,0.396286616548586
1516,1.21,1.21,0,0,0,11.6030172839506,0,0,11.6030172839506,0,0,0,0,0,0,0,0,0.437451626973996,0.35754831797629
1517,1.21,1.21,0,0,0,11.6775425925926,0,0,11.6775425925926,0,0,0,0,0,0,0,0,0.431375997354179,0.352582440568908
1518,1.21,1.21,0,0,0,11.729137037037,0,0,11.729137037037,0,0,0,0,0,0,0,0,0.474032960388414,0.387447839260806
1519,1.21,1.21,0,0,0,11.7234043209877,0,0,11.7234043209877,0,0,0,0,0,0,0,0,0.477260102632402,0.390085523544185
1520,1.21,1.21,0,0,0,11.4539666666667,0,0,11.4539666666667,0,0.00819601201527688,0.017171875,0.0237179824561404,0.0280008488964346,0.0202690789473684,0.0230592105263158,0.0197655701754386,0.38947200803194,0.318332480173736
1521,1.21,1.21,0,0,0,10.9380222222222,0,0,10.9380222222222,0,0.0658603023575186,0.137987215909091,0.161228070175439,0.109762308998302,0.0971162280701754,0.103789473684211,0.0957127192982456,0.278695426328673,0.227789942400707
1522,1.21,1.21,0,0,0,10.2214327160494,0,0,10.2214327160494,0,0.16202191673512,0.339460227272727,0.336166666666667,0.152147707979626,0.131265350877193,0.140168859649123,0.129370614035088,0.251744546397408,0.205761811304105
1523,1.21,1.21,0,0,0,9.73415185185185,0,0,9.73415185185185,0,0.155676092228297,0.326164772727273,0.301872807017544,0.211409168081494,0.181032894736842,0.192960526315789,0.177936403508772,0.336521901988309,0.275054046204872
1524,1.21,1.21,0,0,0,9.33859444444444,0,0,9.33859444444444,0,0.171913538482402,0.360184659090909,0.308521929824561,0.236621392190153,0.199899122807018,0.212344298245614,0.200348684210526,0.194746471058049,0.159174795257449
1525,1.21,1.21,0,0,0,8.90864074074074,0,0,8.90864074074074,0,0.217032621915,0.454715909090909,0.327635964912281,0.203387096774194,0.164804824561404,0.178857456140351,0.292149122807018,0.229886301765281,0.187896113429822
1526,1.21,1.21,0,0,0,8.50735061728395,0,0,8.50735061728395,0,0.25222618496513,0.528451704545455,0.23859649122807,0.108140916808149,0.0659758771929825,0.227412280701754,0.386118421052632,0.23657511141207,0.193363169650452
1527,1.21,1.21,0,0,0,8.26657654320988,0,0,8.26657654320988,0,0.208185078131448,0.436178977272727,0.0330925438596491,0.05003480475382,0.0148993421052632,0.296293859649123,0.394254385964912,0.192383546879768,0.157243474139056
1528,1.21,1.21,0,0,0,8.25511111111111,0,0,8.25511111111111,0,0.0889093403659038,0.186278409090909,0.0208982456140351,0.0347105263157895,0.104449561403509,0.223552631578947,0.301359649122807,0.167640781935026,0.137020131847999
1529,1.21,1.21,0,0,0,8.55321234567901,0,0,8.55321234567901,0,0.0262090687804263,0.0549119318181818,0.0235526315789474,0.0376612903225806,0.0639758771929825,0.0982872807017544,0.15247149122807,0.14609320311404,0.119408354707751
1530,1.21,1.21,0,0,0,9.01756234567901,0,0,9.01756234567901,0,0,0,0,0.000838438030560272,0.000634671052631579,0.000703026315789474,0.000634605263157895,0.142210533181145,0.116234879017726
1531,1.21,1.21,0,0,0,9.17234567901234,0,0,9.17234567901234,0,0,0,0,0,0,0,0,0.160759563705189,0.131395811690076
1532,1.21,1.21,0,0,0,9.32712901234568,0,0,9.32712901234568,0,0,0,0,0,0,0,0,0.152048719276536,0.124276058141181
1533,1.21,1.21,0,0,0,9.48191234567901,0,0,9.48191234567901,0,0,0,0,0,0,0,0,0.196531305461282,0.16063361835786
1534,1.21,1.21,0,0,0,9.63669567901234,0,0,9.63669567901234,0,0,0,0,0,0,0,0,0.220091356702003,0.179890277090223
1535,1.21,1.21,0,0,0,9.79147901234568,0,0,9.79147901234568,0,0,0,0,0,0,0,0,0.250339463808426,0.204613375945016
1536,1.21,1.21,0,0,0,9.94626234567901,0,0,9.94626234567901,0,0,0,0,0,0,0,0,0.172517960148856,0.141006462585612
1537,1.21,1.21,0,0,0,10.0781148148148,0,0,10.0781148148148,0,0,0,0,0,0,0,0,0.153562467590984,0.125513310743061
1538,1.21,1.21,0,0,0,10.2099672839506,0,0,10.2099672839506,0,0,0,0,0,0,0,0,0.14855539673611,0.121420813077589
1539,1.21,1.21,0,0,0,10.3418197530864,0,0,10.3418197530864,0,0,0,0,0,0,0,0,0.118637047967893,0.0969672401129603
1540,1.21,1.21,0,0,0,10.410612345679,0,0,10.410612345679,0,0,0,0,0,0,0,0,0.0846013683906924,0.0691483928767801
1541,1.21,1.21,0,0,0,10.4736722222222,0,0,10.4736722222222,0,0,0,0,0,0,0,0,0.0802551349084262,0.0655960264543119
1542,1.21,1.21,0,0,0,10.5195339506173,0,0,10.5195339506173,0,0,0,0,0,0,0,0,0.0610153713080249,0.0498705274747553
1543,1.21,1.21,0,0,0,10.5080685185185,0,0,10.5080685185185,0,0,0,0,0,0,0,0,0.0462541186646899,0
1544,1.21,1.21,0,0,0,10.1526401234568,0,0,10.1526401234568,0,0.0168706727593804,0.0353465909090909,0.0527631578947368,0.0415517826825127,0.0318026315789474,0.0362017543859649,0.031,0,0
1545,1.21,1.21,0,0,0,9.57363580246913,0,0,9.57363580246913,0,0.0834516601009539,0.17484375,0.205311403508772,0.112478777589134,0.0992609649122807,0.106024122807018,0.097890350877193,0,0
1546,1.21,1.21,0,0,0,8.96596790123457,27.7777777777778,12.987012987013,0,8.96596790123457,0.139608139150121,0.2925,0.29571052631579,0.164872665534805,0.142739035087719,0.152405701754386,0.140752192982456,0,0
1547,1.63368505598284,17.6644675382844,0.0359651826329297,11.7,0.0719303652658594,8.64964568772224,27.7777777777778,12.987012987013,0.228285811179031,8.42135987654321,0.176808501403264,0.370440340909091,0.332991228070175,0.207648556876061,0.174910087719298,0.186324561403509,0.17177850877193,0,0
1548,1.95144884796996,18.0803181919977,0.0629390696076272,11.7,0.125878139215254,8.31064831771145,27.7777777777778,12.987012987013,0.399500169563305,7.91114814814815,0.223812348952205,0.468920454545455,0.36255701754386,0.220602716468591,0.17581798245614,0.186151315789474,0.178008771929825,0,0
1549,2.16329137596138,18.3575519611399,0.0809216609240922,11.7,0.161843321848184,8.05789739614048,27.7777777777778,12.987012987013,0.513643075152822,7.54425432098765,0.200205339408658,0.419460227272727,0.319372807017544,0.215806451612903,0.177127192982456,0.192043859649123,0.277850877192982,0.0549361802305005,0.0449017391324628
1550,2.26921263995709,18.496168845711,0.0899129565823247,11.7,0.179825913164649,7.93152193535499,27.7777777777778,0,7.93152193535499,0,0.150679433401877,0.315696022727273,0.248745614035088,0.209609507640068,0.176848684210526,0.197401315789474,0.262982456140351,0.0654986908545244,0.0535349403239877
1551,2.26921263995709,18.496168845711,0.0899129565823245,11.7,0.179825913164649,7.84553119461425,27.7777777777778,0,7.84553119461425,0,0.124543585673452,0.2609375,0.155254385964912,0.15937181663837,0.136519736842105,0.229122807017544,0.258333333333333,0.0815761807895065,0.0666757749422009
1552,2.16329137596138,18.3575519611399,0.0809216609240922,11.7,0.161843321848184,7.88018319860961,27.7777777777778,0,7.88018319860961,0,0.0733973249047792,0.153778409090909,0.107324561403509,0.114074702886248,0.102287280701754,0.177021929824561,0.193905701754386,0.100090282455145,0.081808158733254
1553,1.95144884796996,18.0803181919977,0.0629390696076272,11.7,0.125878139215254,8.03547794734108,27.7777777777778,0,8.03547794734108,0,0.0247283763955008,0.0518096590909091,0.0415118421052632,0.0522521222410866,0.0584364035087719,0.0911864035087719,0.121232456140351,0.10200522367188,0.0833733238140271
1554,1.63368505598284,1.7644675382844,0.0359651826329297,0,0.0719303652658594,8.28275186056175,27.7777777777778,0,8.28275186056175,0,0,0,0,0.000408497453310696,0,0,0,0.109909218501767,0.0898336039512122
