demand_el;generation_pv_normalised;demand_heat;generation_wirtschaftsherd_normalised
1,951448848;0,017683239;12,90255387;27,77777778
2,163291376;0,016292614;12,96510233;27,77777778
2,26921264;0,015269886;12,98777749;27,77777778
2,26921264;0,005647159;12,99924292;27,77777778
2,163291376;0;13,00523135;27,77777778
1,951448848;0;12,97134647;27,77777778
1,633685056;0;12,82879569;27,77777778
1,21;0;12,62917346;0
1,21;0;12,82981852;0
1,21;0;12,70369877;0
1,21;0;12,70369877;0
1,21;0;12,73236235;0
1,21;0;12,75529321;0
1,21;0;12,81262037;0
1,21;0;12,91580926;0
1,21;0;12,79542222;0
1,21;0;12,77822407;0
1,21;0;12,77822407;0
1,21;0;12,77249136;0
1,21;0;12,77249136;0
1,21;0;12,76102593;0
1,21;0;12,62917346;0
1,21;0,008247301;12,45145926;27,77777778
1,633685056;0,020933239;12,50776359;27,77777778
1,951448848;0,031900568;12,52992733;27,77777778
2,163291376;0,029919034;12,54661406;27,77777778
2,26921264;0,02703267;12,54062564;27,77777778
2,26921264;0,009294034;12,54635836;27,77777778
2,163291376;0;12,57527764;27,77777778
1,951448848;0;12,57005634;27,77777778
1,633685056;0;12,46190186;27,77777778
1,21;0;12,30240864;0
1,21;0;12,36546852;0
1,21;0;12,43426111;0
1,21;0;12,49732099;0
1,21;0;12,56038086;0
1,21;0;12,62917346;0
1,21;0;12,72089691;0
1,21;0;12,78395679;0
1,21;0;12,84128395;0
1,21;0;12,85274938;0
1,21;0;12,86421481;0
1,21;0;12,8584821;0
1,21;0;12,8584821;0
1,21;0;12,81835309;0
1,21;0,187741477;12,23934877;0
1,21;0,3771875;11,40810494;27,77777778
1,633685056;0,553011364;10,77075063;27,77777778
1,951448848;0,720553977;10,07632486;27,77777778
2,163291376;0,467471591;9,806375791;27,77777778
2,26921264;0,154744318;9,943705269;27,77777778
2,26921264;0,079818182;10,22460836;27,77777778
2,163291376;0,024059659;10,56882703;27,77777778
1,951448848;0;10,89610326;27,77777778
1,633685056;0;11,00579198;27,77777778
1,21;0;11,05840926;0
1,21;0;11,33931235;0
1,21;0;11,62021543;0
1,21;0;11,90111852;0
1,21;0;12,1820216;0
1,21;0;12,46292469;0
1,21;0;13,01326543;0
1,21;0;13,64959691;0
1,21;0;14,2859284;0
1,21;0;14,64135679;0
1,21;0;15,0025179;0
1,21;0;15,27195556;0
1,21;0;15,53566049;0
1,21;0;15,62165123;0
1,21;0,009465625;15,66178025;0
1,21;0,010246591;15,73057284;27,77777778
2,692897696;0,037730114;16,70332994;27,77777778
3,805070968;0,246803977;17,37700378;27,77777778
4,546519816;0,1341875;17,87771412;27,77777778
4,91724424;0,181036932;18,15386651;27,77777778
4,91724424;0,108859375;18,22839182;27,77777778
4,546519816;0,03006392;18,11275547;27,77777778
3,805070968;0;17,78402662;27,77777778
2,692897696;0;17,21927438;27,77777778
1,21;0;16,42423148;0
1,21;0;16,55035123;0
1,21;0;16,6822037;0
1,21;0;16,80832346;0
1,21;0;16,30957716;0
1,21;0;16,30957716;0
1,21;0;16,17772469;0
1,21;0;16,01147593;0
1,21;0;15,83949444;0
1,21;0;15,73057284;0
1,21;0;15,62738395;0
1,21;0;15,54139321;0
1,21;0;15,45540247;0
1,21;0;15,41527346;0
1,21;0;15,31781728;0
1,21;0,349602273;14,20567037;27,77777778
4,016913496;0,662940341;14,7145334;27,77777778
6,122098618;0,639943182;15,18360458;27,77777778
7,525555366;0,136254261;16,04857036;27,77777778
8,22728374;0,065677557;16,75908997;27,77777778
8,22728374;0,081039773;16,91960602;27,77777778
7,525555366;0,006179972;16,86834875;27,77777778
7,525555366;0;16,38174224;27,77777778
4,016913496;0;15,01836735;27,77777778
1,21;0;13,21391049;0
1,21;0;13,19097963;0
1,21;0;13,17378148;0
1,21;0;13,15085062;0
1,21;0;13,13365247;0
1,21;0;13,1107216;0
1,21;0;13,26550494;0
1,21;0;13,46615;0
1,21;0;13,58653704;0
1,21;0;13,67252778;0
1,21;0;13,7527858;0
1,21;0;13,81011296;0
1,21;0;13,86744012;0
1,21;0;13,87317284;0
1,21;0;13,76998395;0
1,21;0,012276847;13,62666605;0
1,21;0,044339489;13,4317537;0
1,21;0,053897727;13,29416852;0
1,21;0,058326705;13,18524691;0
1,21;0,053088068;13,12218704;0
1,21;0,040950284;13,10498889;0
1,21;0,00612358;13,18524691;0
1,21;0;13,31709938;0
1,21;0;13,46041728;0
1,21;0;13,6094679;0
1,21;0;13,7527858;0
1,21;0;13,8961037;0
1,21;0;14,0394216;0
1,21;0;14,18273951;0
1,21;0;14,32605741;0
1,21;0;14,5037716;0
1,21;0;14,69868395;0
1,21;0;14,88786358;0
1,21;0;14,99105247;0
1,21;0;15,09424136;0
1,21;0;15,16876667;0
1,21;0;15,24329198;0
1,21;0;15,25475741;0
1,21;0,00677571;15,08277593;0
1,21;0,016113636;14,96238889;0
1,21;0,068302557;14,73308025;0
1,21;0,111426136;14,5037716;0
1,21;0,118322443;14,32032469;0
1,21;0,051142045;14,32032469;0
1,21;0,023169034;14,40058272;0
1,21;0,002684233;14,54963333;0
1,21;0;14,72161481;0
1,21;0;14,77320926;0
1,21;0;14,83053642;0
1,21;0;14,88213086;0
1,21;0;14,93945802;0
1,21;0;14,99678519;0
1,21;0;15,04837963;0
1,21;0;15,10570679;0
1,21;0;15,09424136;0
1,21;0;15,07704321;0
1,21;0;15,05984506;0
1,21;0;15,04837963;0
1,21;0;15,0369142;0
1,21;0;15,03118148;0
1,21;0;15,01971605;0
1,21;0;15,00825062;0
1,21;0,097035511;14,45217716;0
1,21;0,277159091;13,58653704;27,77777778
1,633685056;0,382713068;13,00077717;27,77777778
1,951448848;0,418423295;12,52992733;27,77777778
2,163291376;0,389048295;12,18545295;27,77777778
2,26921264;0,324602273;12,01321576;27,77777778
2,26921264;0,202741477;12,07054292;27,77777778
2,163291376;0,078441761;12,39756345;27,77777778
1,951448848;0;12,83376128;27,77777778
1,633685056;0;12,62815063;27,77777778
1,21;0;12,37120123;0
1,21;0;12,34253765;0
1,21;0;12,31387407;0
1,21;0;12,28521049;0
1,21;0;12,2508142;0
1,21;0;12,22215062;0
1,21;0;12,23934877;0
1,21;0;12,2508142;0
1,21;0;12,25654691;0
1,21;0;12,25654691;0
1,21;0;12,25654691;0
1,21;0;12,25654691;0
1,21;0;12,30814136;0
1,21;0;12,23934877;0
1,21;0,002528977;12,0387037;0
1,21;0,01571875;11,80366235;27,77777778
1,633685056;0,048225852;11,73957964;27,77777778
1,951448848;0,062569602;11,67575264;27,77777778
2,163291376;0,048913352;11,67524122;27,77777778
2,26921264;0,05140625;11,6348565;27,77777778
2,26921264;0,02871875;11,62912379;27,77777778
2,163291376;0,003785369;11,68670666;27,77777778
1,951448848;0;11,74454523;27,77777778
1,633685056;0;11,64785618;27,77777778
1,21;0;11,4998284;0
1,21;0;11,5743537;0
1,21;0;11,64887901;0
1,21;0;11,72913704;0
1,21;0;11,80366235;0
1,21;0;11,88392037;0
1,21;0;11,98710926;0
1,21;0;12,09603086;0
1,21;0;12,19921975;0
1,21;0;12,2508142;0
1,21;0;12,29667593;0
1,21;0;12,33107222;0
1,21;0;12,36546852;0
1,21;0;12,35400309;0
1,21;0,200909091;11,66034444;0
1,21;0,337713068;10,79470432;27,77777778
1,633685056;0,479403409;10,16308272;27,77777778
1,951448848;0,560241477;9,606242145;27,77777778
2,163291376;0,510951705;9,215906038;27,77777778
2,26921264;0,415482955;9,026470701;27,77777778
2,26921264;0,278778409;9,078065145;27,77777778
2,163291376;0,103380682;9,44521468;27,77777778
1,951448848;0;9,93300696;27,77777778
1,633685056;0;9,882179638;27,77777778
1,21;0;9,78001358;0
1,21;0;9,900400617;0
1,21;0;10,02078765;0
1,21;0;10,14117469;0
1,21;0;10,26156173;0
1,21;0;10,38768148;0
1,21;0;10,52526667;0
1,21;0;10,65711914;0
1,21;0;10,7889716;0
1,21;0;10,85203148;0
1,21;0;10,91509136;0
1,21;0;10,95522037;0
1,21;0;10,99534938;0
1,21;0;10,97241852;0
1,21;0,317215909;10,10104568;0
1,21;0,506704545;9,034760494;27,77777778
2,692897696;0,540724432;9,118946603;27,77777778
3,805070968;0,323366477;9,448657482;27,77777778
4,546519816;0,397485795;9,542344981;27,77777778
4,91724424;0,419318182;9,508930706;27,77777778
4,91724424;0,230582386;9,600654162;27,77777778
4,546519816;0,082039773;9,783119055;27,77777778
3,805070968;0;9,901542049;27,77777778
2,692897696;0;9,411315122;27,77777778
1,21;0;8,696530247;0
1,21;0;8,897175309;0
1,21;0;9,09782037;0
1,21;0;9,298465432;0
1,21;0;9,499110494;0
1,21;0;9,705488272;0
1,21;0;9,923331481;0
1,21;0;10,17557099;0
1,21;0;10,42207778;0
1,21;0;10,55393025;0
1,21;0;10,69151543;0
1,21;0;10,7889716;0
1,21;0;10,88642778;0
1,21;0;10,90362593;0
1,21;0,092649148;10,45074136;0
1,21;0,188693182;9,888935185;27,77777778
4,016913496;0,239644886;11,17744759;27,77777778
6,122098618;0,235028409;12,17392866;27,77777778
7,525555366;0,236150568;12,80958579;27,77777778
8,22728374;0,189204545;13,14747886;27,77777778
8,22728374;0,097291193;13,24493503;27,77777778
7,525555366;0,021659091;13,11341974;27,77777778
7,525555366;0;12,60961508;27,77777778
4,016913496;0;11,30356735;27,77777778
1,21;0;9,550704938;0
1,21;0;9,585101235;0
1,21;0;9,619497531;0
1,21;0;9,653893827;0
1,21;0;9,688290123;0
1,21;0;9,72268642;0
1,21;0;9,653893827;0
1,21;0;9,567903086;0
1,21;0;9,481912346;0
1,21;0;9,430317901;0
1,21;0;9,378723457;0
1,21;0;9,338594444;0
1,21;0;9,298465432;0
1,21;0;9,269801852;0
1,21;0,013535938;8,862779012;0
1,21;0,08597017;8,272309259;0
1,21;0,11146733;7,779295679;0
1,21;0,178252841;7,263351235;0
1,21;0,180965909;6,862061111;0
1,21;0,155099432;6,621287037;0
1,21;0,076539773;6,649950617;0
1,21;0,017548295;6,919388272;0
1,21;0;7,297747531;0
1,21;0;7,309212963;0
1,21;0;7,320678395;0
1,21;0;7,337876543;0
1,21;0;7,349341975;0
1,21;0;7,360807407;0
1,21;0;7,37227284;0
1,21;0;7,383738272;0
1,21;0;7,469729012;0
1,21;0;7,601581481;0
1,21;0;7,899682716;0
1,21;0;7,721968519;0
1,21;0;7,813691975;0
1,21;0;7,813691975;0
1,21;0;7,916880864;0
1,21;0;7,819424691;0
1,21;0;7,762097531;0
1,21;0,003874716;7,67610679;0
1,21;0,009707813;7,595848765;0
1,21;0,01352017;7,538521605;0
1,21;0,01572017;7,48692716;0
1,21;0,011116761;7,469729012;0
1,21;0,004930114;7,475461728;0
1,21;0;7,515590741;0
1,21;0;7,578650617;0
1,21;0;7,658908642;0
1,21;0;7,733433951;0
1,21;0;7,807959259;0
1,21;0;7,882484568;0
1,21;0;7,957009877;0
1,21;0;8,031535185;0
1,21;0;8,106060494;0
1,21;0;8,622004938;0
1,21;0;9,155147531;0
1,21;0;9,682557407;0
1,21;0;9,957727778;0
1,21;0;10,22716543;0
1,21;0;10,41634506;0
1,21;0;10,60552469;0
1,21;0;10,60552469;0
1,21;0,186477273;10,04945123;0
1,21;0,321605114;9,395921605;27,77777778
1,633685056;0,483423295;8,953479638;27,77777778
1,951448848;0,551761364;8,574353256;27,77777778
2,163291376;0,515923295;8,29867147;27,77777778
2,26921264;0,408267045;8,183761442;27,77777778
2,26921264;0,242045455;8,264019466;27,77777778
2,163291376;0,065589489;8,579574557;27,77777778
1,951448848;0;8,958445231;27,77777778
1,633685056;0;9,291709885;27,77777778
1,21;0;9,56217037;0
1,21;0;10,06664938;0
1,21;0;10,56539568;0
1,21;0;11,06987469;0
1,21;0;11,56862099;0
1,21;0;12,0731;0
1,21;0;12,54891543;0
1,21;0;13,06485988;0
1,21;0;13,58080432;0
1,21;0;13,85597469;0
1,21;0;14,13687778;0
1,21;0;14,33179012;0
1,21;0;14,53243519;0
1,21;0;14,55536605;0
1,21;0,267556818;13,85024198;0
1,21;0,468295455;12,99606728;27,77777778
1,633685056;0,604076705;12,42177285;27,77777778
1,951448848;0,665795455;11,95665573;27,77777778
2,163291376;0,629147727;11,60644863;27,77777778
2,26921264;0,487230114;11,4915386;27,77777778
2,26921264;0,381079545;11,5259349;27,77777778
2,163291376;0,184943182;11,87015357;27,77777778
1,951448848;0;12,40954029;27,77777778
1,633685056;0;12,52496174;27,77777778
1,21;0;12,58331173;0
1,21;0;12,86994753;0
1,21;0;13,16231605;0
1,21;0;13,44895185;0
1,21;0;13,73558765;0
1,21;0;14,02222346;0
1,21;0;14,14834321;0
1,21;0;14,2859284;0
1,21;0;14,4292463;0
1,21;0;14,5037716;0
1,21;0;14,58402963;0
1,21;0;14,64135679;0
1,21;0;14,69295123;0
1,21;0;14,68721852;0
1,21;0,315028409;13,70119136;0
1,21;0,513181818;12,56038086;27,77777778
1,633685056;0,670028409;11,68225248;27,77777778
1,951448848;0,724360795;10,982094;27,77777778
2,163291376;0,648707386;10,50576715;27,77777778
2,26921264;0,528721591;10,29340095;27,77777778
2,26921264;0,402372159;10,32779724;27,77777778
2,163291376;0,194119318;10,76947209;27,77777778
1,951448848;0;11,46937486;27,77777778
1,633685056;0;11,31535865;27,77777778
1,21;0;11,10427099;0
1,21;0;11,12146914;0
1,21;0;11,13866728;0
1,21;0;11,15586543;0
1,21;0;11,17306358;0
1,21;0;11,19026173;0
1,21;0;11,1444;0
1,21;0;11,06987469;0
1,21;0;11,0010821;0
1,21;0;10,94948765;0
1,21;0;10,90362593;0
1,21;0;10,86349691;0
1,21;0;10,81763519;0
1,21;0;10,76604074;0
1,21;0,265681818;9,734151852;0
1,21;0,482514205;8,478687037;27,77777778
2,692897696;0,619360795;8,218910183;27,77777778
3,805070968;0,68125;7,952418593;27,77777778
4,546519816;0,608338068;7,748004857;27,77777778
4,91724424;0,462471591;7,697392434;27,77777778
4,91724424;0,296988636;7,812046755;27,77777778
4,546519816;0,115200284;8,114898684;27,77777778
3,805070968;0;8,433966741;27,77777778
2,692897696;0;7,84628364;27,77777778
1,21;0;7,034042593;0
1,21;0;7,142964198;0
1,21;0;7,246153086;0
1,21;0;7,355074691;0
1,21;0;7,45826358;0
1,21;0;7,567185185;0
1,21;0;7,785028395;0
1,21;0;8,020069753;0
1,21;0;8,249378395;0
1,21;0;8,375498148;0
1,21;0;8,501617901;0
1,21;0;8,587608642;0
1,21;0;8,673599383;0
1,21;0;8,685064815;0
1,21;0,001882244;8,60480679;0
1,21;0,015411932;8,490152469;27,77777778
4,016913496;0,037636364;10,16275685;27,77777778
6,122098618;0,045230114;11,42294286;27,77777778
7,525555366;0,047973011;12,25924505;27,77777778
8,22728374;0,036012784;12,68886158;27,77777778
8,22728374;0,019139205;12,71179244;27,77777778
7,525555366;0,004642898;12,32803764;27,77777778
7,525555366;0;11,53759718;27,77777778
4,016913496;0;10,34620377;27,77777778
1,21;0;8,736659259;0
1,21;0;8,971700617;0
1,21;0;9,006096914;0
1,21;0;9,155147531;0
1,21;0;9,304198148;0
1,21;0;9,453248765;0
1,21;0;9,75135;0
1,21;0;10,07811481;0
1,21;0;10,41061235;0
1,21;0;10,59405926;0
1,21;0;10,77177346;0
1,21;0;10,90362593;0
1,21;0;11,0354784;0
1,21;0;11,02974568;0
1,21;0,103698864;10,5023358;0
1,21;0,167457386;9,986391358;0
1,21;0,032559659;10,06091667;0
1,21;0,009911932;10,19276914;0
1,21;0,038775568;10,20996728;0
1,21;0,290497159;9,80867716;0
1,21;0,360951705;9,53350679;0
1,21;0,113291193;9,567903086;0
1,21;0;9,871737037;0
1,21;0;10,00932222;0
1,21;0;10,14690741;0
1,21;0;10,28449259;0
1,21;0;10,42781049;0
1,21;0;10,56539568;0
1,21;0;10,70298086;0
1,21;0;10,84056605;0
1,21;0;10,84629877;0
1,21;0;10,84056605;0
1,21;0;10,83483333;0
1,21;0;10,82910062;0
1,21;0;10,81763519;0
1,21;0;10,81190247;0
1,21;0;10,80616975;0
1,21;0;10,75457531;0
1,21;0,152713068;9,911866049;0
1,21;0,219204545;9,109285802;0
1,21;0,314417614;8,323903704;0
1,21;0,3878125;7,641710494;0
1,21;0,267727273;7,292014815;0
1,21;0,219161932;7,125766049;0
1,21;0,134802557;7,217489506;0
1,21;0,035927557;7,630245062;0
1,21;0;8,174853086;0
1,21;0;8,220714815;0
1,21;0;8,266576543;0
1,21;0;8,312438272;0
1,21;0;8,364032716;0
1,21;0;8,409894444;0
1,21;0;8,455756173;0
1,21;0;8,501617901;0
1,21;0;8,587608642;0
1,21;0;8,736659259;0
1,21;0;8,868511728;0
1,21;0;8,914373457;0
1,21;0;9,086354938;0
1,21;0;9,103553086;0
1,21;0;9,132216667;0
1,21;0;9,155147531;0
1,21;0;9,126483951;0
1,21;0,004024858;9,074889506;27,77777778
1,633685056;0,007819744;9,268779021;27,77777778
1,951448848;0,014089631;9,411329799;27,77777778
2,163291376;0,015392045;9,508274557;27,77777778
2,26921264;0,01022571;9,59400959;27,77777778
2,26921264;0,00479858;9,645604034;27,77777778
2,163291376;0;9,63439431;27,77777778
1,951448848;0;9,634905725;27,77777778
1,633685056;0;9,251580873;27,77777778
1,21;0;8,799719136;0
1,21;0;8,570410494;0
1,21;0;8,490152469;0
1,21;0;8,174853086;0
1,21;0;7,899682716;0
1,21;0;8,020069753;0
1,21;0;7,418134568;0
1,21;0;7,349341975;0
1,21;0;7,120033333;0
1,21;0;7,034042593;0
1,21;0;6,953784568;0
1,21;0;6,890724691;0
1,21;0;6,821932099;0
1,21;0;6,781803086;0
1,21;0,003880824;6,437840123;0
1,21;0,023255682;6,048015432;27,77777778
1,633685056;0,044210227;5,915140132;27,77777778
1,951448848;0,049514205;5,822649552;27,77777778
2,163291376;0,043340909;5,787741841;27,77777778
2,26921264;0,046735795;5,712960824;27,77777778
2,26921264;0,04050142;5,638435516;27,77777778
2,163291376;0,014275568;5,632958507;27,77777778
1,951448848;0;5,742391528;27,77777778
1,633685056;0;5,617038898;27,77777778
1,21;0;5,440347531;0
1,21;0;5,486209259;0
1,21;0;5,537803704;0
1,21;0;5,583665432;0
1,21;0;5,635259877;0
1,21;0;5,681121605;0
1,21;0;6,042282716;0
1,21;0;6,042282716;0
1,21;0;6,105342593;0
1,21;0;6,174135185;0
1,21;0;6,242927778;0
1,21;0;6,294522222;0
1,21;0;6,340383951;0
1,21;0;6,328918519;0
1,21;0,09315483;5,984955556;0
1,21;0,107586648;5,738448765;27,77777778
1,633685056;0,247982955;5,622771614;27,77777778
1,951448848;0,204090909;5,599073626;27,77777778
2,163291376;0,093965909;5,7017511;27,77777778
2,26921264;0,046930398;5,90787317;27,77777778
2,26921264;0,036835227;5,959467614;27,77777778
2,163291376;0,020110795;6,034248631;27,77777778
1,951448848;0;6,05769091;27,77777778
1,633685056;0;6,029794453;27,77777778
1,21;0;5,944826543;0
1,21;0;6,105342593;0
1,21;0;6,237195062;0
1,21;0;6,380512963;0
1,21;0;6,52956358;0
1,21;0;6,672881481;0
1,21;0;6,867793827;0
1,21;0;7,068438889;0
1,21;0;7,423867284;0
1,21;0;7,395203704;0
1,21;0;7,481194444;0
1,21;0;7,549987037;0
1,21;0;7,624512346;0
1,21;0;7,61877963;0
1,21;0,005586364;7,492659877;0
1,21;0,015862216;7,40093642;27,77777778
2,692897696;0,152130682;7,989601541;27,77777778
3,805070968;0,314872159;8,29064884;27,77777778
4,546519816;0,128877841;8,653773993;27,77777778
4,91724424;0,085627841;8,87833194;27,77777778
4,91724424;0,104340909;8,861133792;27,77777778
4,546519816;0,059393466;8,688170289;27,77777778
3,805070968;0;8,405303161;27,77777778
2,692897696;0;7,915076233;27,77777778
1,21;0;7,194558642;0
1,21;0;7,395203704;0
1,21;0;7,601581481;0
1,21;0;7,802226543;0
1,21;0;8,043000617;0
1,21;0;8,203516667;0
1,21;0;8,409894444;0
1,21;0;8,622004938;0
1,21;0;8,868511728;0
1,21;0;9,074889506;0
1,21;0;9,057691358;0
1,21;0;9,137949383;0
1,21;0;9,212474691;0
1,21;0;9,206741975;0
1,21;0,02593892;8,988898765;0
1,21;0,116958807;8,690797531;27,77777778
4,016913496;0,186988636;10,19142043;27,77777778
6,122098618;0,202698864;11,31975397;27,77777778
7,525555366;0,140809659;12,12739258;27,77777778
8,22728374;0,112160511;12,55127639;27,77777778
8,22728374;0,089464489;12,57420725;27,77777778
7,525555366;0,03606108;12,24777962;27,77777778
7,525555366;0;11,54332989;27,77777778
4,016913496;0;10,40926364;27,77777778
1,21;0;8,82265;0
1,21;0;9,029027778;0
1,21;0;9,22967284;0
1,21;0;9,436050617;0
1,21;0;9,636695679;0
1,21;0;9,843073457;0
1,21;0;10,35328519;0
1,21;0;10,94948765;0
1,21;0;11,54569012;0
1,21;0;11,88392037;0
1,21;0;12,22215062;0
1,21;0;12,48012284;0
1,21;0;12,73236235;0
1,21;0;12,77822407;0
1,21;0,211107955;12,53745;0
1,21;0,40609375;12,26227963;0
1,21;0,444318182;12,0731;0
